# General
GT-I9070
2173260074189181952
# ACCELEROMETER
178
405526300811387;-0.7658075;6.590495;7.8179426
405527638951630;-0.628992;5.3295174;8.129146
405527838463825;-0.71251833;6.307883;7.7903996
405528048585777;-0.70802766;6.4809227;7.721543
405528239073581;-0.72134995;6.501879;7.6622663
405528445262607;-0.6759943;6.5729814;7.6380167
405528645201632;-0.7089258;6.5873513;7.63652
405528845384558;-0.6408174;6.611601;7.6525364
405529047793095;-0.6427634;6.6057634;7.6660085
405529245049191;-0.721799;6.561156;7.628287
405529445140655;-0.70278853;6.5849566;7.711514
405529645110167;-0.7390132;6.578969;7.6886115
405529845567484;-0.7608678;6.588549;7.669002
405530045415046;-0.81041473;6.5961833;7.646399
405530244835777;-0.8750803;6.6551604;7.618557
405530440079679;-0.8096663;6.654113;7.6050854
405530644744314;-0.7966434;6.658753;7.632478
405530838677241;-0.79514647;6.659202;7.604636
405531043036997;-0.7747888;6.6180377;7.60284
405531242976022;-0.78751236;6.686595;7.604786
405531444561387;-0.8120613;6.669531;7.597002
405531646634557;-0.8307724;6.6680336;7.604187
405531844165046;-0.16271164;6.0092535;8.608
405532046390655;0.5164261;4.966971;5.151837
405532243982119;-0.6774911;6.889573;4.913682
405532444012606;-0.7927515;7.0861144;6.875502
405532644012606;-1.0437795;7.366032;6.61205
405532842335777;-1.2454102;7.4293504;6.518345
405533036390655;-0.8222401;6.8238597;8.13184
405533242427240;-0.2811154;6.9581304;7.351213
405533442549191;-0.1181044;7.012767;7.404802
405533642610167;-0.7023395;7.4440203;6.830895
405533842396753;-0.71536237;7.439829;6.8085914
405534042427241;-0.7313791;7.3739657;6.860533
405534244713827;-0.66132474;7.375762;6.913523
405534442640655;-0.6779402;7.354207;6.892118
405534643433338;-0.7312294;7.3567514;6.9726505
405534843402851;-0.7006929;7.3572006;6.9503465
405535043799192;-0.7120693;7.2971754;6.989565
405535243677240;-0.6637198;7.30451;7.0389624
405535446055290;-0.68183213;7.340735;7.0111203
405535643616265;-0.73871386;7.2751713;7.0344715
405535843372363;-0.932411;7.385342;7.0594697
405536043738217;3.645519;3.4789155;6.0661354
405536242976021;-1.0939251;4.3806405;0.30835876
405536437000411;-1.3398638;6.5508275;2.6264384
405536643585777;-0.6369255;7.060667;6.585256
405536845476021;-0.91010743;7.3471713;6.8629284
405537043250412;-1.1976595;7.501351;6.6530647
405537242884557;-0.93106383;7.39133;6.860683
405537443067484;-0.84589094;7.3952217;6.8614316
405537642854070;-0.85846484;7.411987;6.916218
405537836939435;-0.92298067;7.3682775;6.9341803
405538042823582;-0.92028624;7.4217167;6.91502
405538245232118;-0.90561676;7.394024;6.873556
405538442823582;-0.9168434;7.394623;6.884484
405538642762606;-0.89004916;7.364835;6.894962
405538842488216;-0.9758208;7.476203;6.9229536
405539042640655;-2.3932233;8.153544;6.6984205
405539242335777;-7.354506;9.866732;3.4380505
405539442366265;-6.8323917;7.7486367;5.6699095
405539644713826;-4.8810496;6.27555;7.1822147
405539842457729;-1.9022442;4.709806;7.6597214
405540042305290;-0.25551865;5.480104;7.101682
405540242091874;0.13322297;6.6931815;7.541617
405540436085777;-0.8107141;7.8704834;6.6699796
405540634347972;-4.9237113;10.737621;6.175558
405540833707728;6.2565393;-4.3430686;7.961045
405541042915045;-0.13277389;2.2480252;3.9088216
405541242091874;-1.6654367;7.650291;4.4267445
405541437610167;0.23126908;7.5842786;6.0324554
405541641969923;-2.6098228;9.652528;6.61205
405541843677241;2.2123992;-0.3661386;7.652836
405542041908948;3.610492;-2.443818;5.9844055
405542242579680;-5.3304152;6.615493;-1.5447876
405542441329680;-6.296656;8.295;1.5631993
405542641177241;0.31823823;3.6375856;7.4784484
405542841238216;0.83915496;5.259912;8.006251
405543041268705;0.043409728;7.714807;5.7892113
405543241177242;-3.637885;11.531869;5.488487
405543441146753;4.723428;-4.9211664;11.822715
405543642183338;-3.2003448;9.112451;-1.9426602
405543840933339;-0.35640883;-1.5578105;3.1289434
405544041146753;-1.7498611;4.453389;7.390132
405544241055290;-6.079308;6.574478;8.280331
405544440994314;0.4963678;6.085146;5.84759
405544640567486;-3.6074982;9.42994;6.291567
405544844652850;4.6616063;-1.9267932;0.23680755
405545041085777;-5.4982166;6.782246;5.430108
405545240994314;-1.5060182;6.8427205;4.99631
405545441116265;-4.2071514;9.000034;6.30908
405545641055289;5.8427997;-0.728535;-1.1624826
405545841116265;-2.769391;6.10251;5.4212766
405546040872363;-1.5904427;7.31888;5.2319202
405546243524803;-1.9878662;7.6115217;6.243217
405546441207729;-1.9483484;7.5610766;6.54978
405546640841875;-1.8613793;7.436386;6.5119085
405546840963826;-2.278861;7.5645194;6.375841
405547052762607;-2.388583;7.5591307;6.4376626
405547234439436;-2.0010388;7.323221;6.467002
405547432518704;-1.9462527;7.304061;6.7798514
405547641390655;-4.7367496;9.249715;7.9779596
405547839165046;-1.4376105;3.5127451;9.413325
405548039134557;3.7351828;-11.15166;-4.373156
405548239195533;-2.6921515;1.7943187;2.51986
405548439073581;0.09520203;6.484515;4.9572415
405548639073582;0.7728429;7.9939766;3.8953495
405548838860167;-1.8600321;1.606609;4.119733
405549041908948;-1.7179774;5.584886;4.4273434
405549240323583;-2.8948302;6.8865795;6.308332
405549440415045;-3.3480875;7.879315;7.6725945
405549639988216;-2.9888346;5.6990986;5.8427997
405549850445534;-4.2318497;4.364474;6.734346
405550039835776;-0.69036436;6.3487477;5.0235534
405550239774801;-1.56769;8.1634245;6.254893
405550444165046;-5.899382;7.459438;11.902648
405550641238217;9.085357;-1.603765;0.6399193
405550833433339;-2.4282503;7.145391;4.712201
405551039347972;-2.5882676;6.8740053;3.7074902
405551239469924;0.7884105;7.597002;-1.6977695
405551439561386;-1.7896783;7.268435;-4.6933403
405551639347972;-0.39098695;6.3652134;3.6187248
405551841390656;-0.658331;7.817643;5.6776934
405552039317484;-0.39472917;7.58353;6.177953
405552239256508;-1.7146842;8.073611;6.1080484
405552439226021;-1.8538948;7.855814;6.2343855
405552636573583;-1.9170635;7.712861;6.5238833
405552833311387;-2.2975721;8.02586;5.884563
405553030811387;-2.2194347;8.015082;5.772596
405553239988216;-2.3921754;8.177794;5.830675
405553437945533;-2.166295;8.275092;6.445746
405553637823582;-2.0513341;8.7946615;3.7615278
405553837610168;0.36823425;8.805888;2.1698878
405554037732118;0.99198717;8.747509;1.5790663
405554237396753;2.7572663;6.0583515;2.1046233
405554437701630;-1.1933185;6.9133735;5.1739907
405554633433338;-0.44113266;5.579198;6.069129
405554838616265;-1.8290465;7.0322266;7.116052
405555032793094;-1.8791922;6.771768;7.634424
